id,uniq_id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount,status
35,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
36,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
37,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
38,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
39,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
40,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
41,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
42,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
43,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
44,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
45,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
46,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
47,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
48,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
49,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
50,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
51,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
52,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
53,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
54,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
55,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
56,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
57,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
58,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
59,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
60,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
61,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
62,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
63,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
64,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
65,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
66,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
67,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
68,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
69,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
70,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
71,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
72,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
73,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
74,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
75,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
76,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
77,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
78,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
79,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
80,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
81,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
82,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
83,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
84,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
85,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
86,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
87,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
88,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
89,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
90,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
91,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
92,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
93,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
94,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
95,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
96,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
97,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
98,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
99,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
100,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
101,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
102,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
103,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
104,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
105,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
106,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
107,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
108,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
109,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
110,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
111,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
112,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
113,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
114,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
115,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
116,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
117,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
118,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
119,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
120,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
121,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
122,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
123,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
124,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
125,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
126,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
127,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
128,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
129,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
130,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
131,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
132,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
133,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
134,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
135,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
136,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
137,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
138,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
139,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
140,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
141,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
142,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
143,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
144,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
145,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
146,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
147,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
148,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
149,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
150,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
151,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
152,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
153,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
154,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
155,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
156,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
157,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
158,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
159,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
160,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
161,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
162,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
163,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
164,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
165,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
166,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
167,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
168,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
169,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
170,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
171,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
172,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
173,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
174,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
175,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
176,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
177,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
178,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
179,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
180,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
181,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
182,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
183,575cee4ce8235f2b2477aa1d95a20cf1,2023-11-01T00:00:00,0,Москва,4912,Екатерина,Орлова,2,Молоко 5%,2,300,shipped
184,1d731c08cb740c61763171c0a233b239,2023-11-01T00:00:00,0,Москва,8300,Геннадий,Смирнов,6,Яблоко,1,140,shipped
185,047396a3dcbb5594883cd83acc9f346f,2023-11-01T00:00:00,1,Ростов,1909,Евгений,Новиков,4,Сахар песок,2,100,shipped
186,a99c713333e69cca7bebb50ed7f056c6,2023-11-01T00:00:00,2,Ярославль,7618,Анна,Егорова,2,Молоко 5%,2,300,shipped
187,0b8eb3e5c812452a18dd94a1e610be37,2023-11-01T00:00:00,1,Ростов,7618,Анна,Егорова,4,Сахар песок,4,200,shipped
