id,uniq_id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount
30,f286baf47aef94ddb270798486822ef4,2023-10-03T00:00:00,0,Москва,710,Александра,Павлова,8,Лампочка LED,5,1500
31,175ed46ed8ac7b59284d24e943488557,2023-10-03T00:00:00,2,Ярославль,6702,Алексей,Соколов,8,Лампочка LED,2,600
32,72a1427a6426fde67c19cf46ea51b686,2023-10-03T00:00:00,2,Ярославль,2606,Петр,Васильев,7,Средство для мытья посуды,2,400
33,c5b8de0a02025ff33978ecb58487f14a,2023-10-03T00:00:00,2,Ярославль,6303,Алексей,Смирнов,6,Яблоко,2,280
34,4ad4ed197892fa72b8aae629aaebdcf1,2023-10-03T00:00:00,0,Москва,6813,Елизавета,Козлова,2,Молоко 5%,1,150
35,d465e23453e633df1fc619b634dd299c,2023-10-03T00:00:00,2,Ярославль,3303,Олег,Смирнов,11,Хлеб ржаной,5,100
36,e414ae2724ea82966b39566b20ab5cd3,2023-10-03T00:00:00,1,Ростов,6608,Алексей,Васильев,10,Томаты,4,200
37,2795080db565a6f2ebab0ad7f0948b4f,2023-10-03T00:00:00,2,Ярославль,4419,Екатерина,Алексеева,5,Яблоко молодильное,1,400
38,37d03f54505b5994e1217fbaa608a59c,2023-10-03T00:00:00,0,Москва,5617,Оксана,Егорова,4,Сахар песок,4,200
39,f9228974554c35cac21926a564dc737c,2023-10-03T00:00:00,2,Ярославль,3119,Светлана,Федорова,0,Молоко 1%,3,300
40,0519a4b81099b08a4bc1d9d92d48fd91,2023-10-03T00:00:00,2,Ярославль,513,Александра,Лебедева,9,Ручка шариковая,5,225
41,2c6cace7c29375b6b0c6d9b420f089b0,2023-10-03T00:00:00,2,Ярославль,8805,Геннадий,Михайлов,1,Молоко 3%,3,360
42,3da55a8934d8d5163ddcec1b2eb0cf0f,2023-10-03T00:00:00,2,Ярославль,1317,Евгения,Волкова,1,Молоко 3%,1,120
43,fa04f6a5c1879bb7ae1ff381252e1011,2023-10-03T00:00:00,2,Ярославль,7813,Анна,Козлова,0,Молоко 1%,1,100
44,fcf7cf055762c85380752d96997a67e6,2023-10-03T00:00:00,0,Москва,8704,Геннадий,Соколов,8,Лампочка LED,3,900
45,6a529031930e8fc18c5a2f14d9bda8c5,2023-10-03T00:00:00,1,Ростов,9015,Надежда,Великая,1,Молоко 3%,5,600
46,83f9ac818ffd90d34b9de71ace12aea0,2023-10-03T00:00:00,0,Москва,6417,Елизавета,Алексеева,7,Средство для мытья посуды,5,1000
47,c62e976dc403743aedf56f7d5f5e7d39,2023-10-03T00:00:00,2,Ярославль,1506,Евгений,Попов,2,Молоко 5%,2,300
48,93692db58c37fd5e3bb52439c0560ec9,2023-10-03T00:00:00,1,Ростов,2407,Петр,Кузнецов,7,Средство для мытья посуды,2,400
49,7efc9e3e9bdc7592c8c5b0d325de8583,2023-10-03T00:00:00,1,Ростов,5401,Александр,Кузнецов,11,Хлеб ржаной,5,100
50,598a4d5ee8b8b0710f62d50cce39d5be,2023-10-03T00:00:00,2,Ярославль,7703,Константин,Соколов,3,Устройство для нагревания табака Трубка Мира,3,1500
51,667a93e20e05fdf4db02e8828e2d37c9,2023-10-03T00:00:00,1,Ростов,3000,Олег,Иванов,2,Молоко 5%,3,450
52,5a88f385f664d25e93c844e076799690,2023-10-03T00:00:00,2,Ярославль,1115,Евгения,Федорова,3,Устройство для нагревания табака Трубка Мира,3,1500
53,d8b19b5808798a31ca99cb021246510a,2023-10-03T00:00:00,0,Москва,8316,Снежанна,Волкова,0,Молоко 1%,2,200
54,135053e5487127ff0168fb2c85219a82,2023-10-03T00:00:00,0,Москва,3109,Олег,Петров,0,Молоко 1%,3,300
55,64a3ac47cd218b10f5c07ee333adc978,2023-10-03T00:00:00,1,Ростов,2711,Ольга,Павлова,2,Молоко 5%,2,300
56,48ba6c14938c234fbb42213d99177b36,2023-10-03T00:00:00,0,Москва,7101,Константин,Петров,9,Ручка шариковая,1,45
57,9f31d2e3e539fd6e859427518dd96cb0,2023-10-03T00:00:00,2,Ярославль,9519,Надежда,Лебедева,8,Лампочка LED,3,900
58,408f933f31f110a3021e9889c0312c8c,2023-10-03T00:00:00,0,Москва,8402,Геннадий,Кузнецов,6,Яблоко,2,280
59,8b2f59c98de3e2e3db55353b3afcb3ef,2023-10-03T00:00:00,0,Москва,2218,Ольга,Морозова,0,Молоко 1%,4,400
60,a157476f7143b918cee42385e36d069f,2023-10-03T00:00:00,1,Ростов,1800,Евгений,Михайлов,6,Яблоко,5,700
61,5b18fca636b974b41e66ffcbe824d1a2,2023-10-03T00:00:00,1,Ростов,6814,Елизавета,Козлова,7,Средство для мытья посуды,5,1000
62,3e10d9bb12a7183848270f573d330647,2023-10-03T00:00:00,2,Ярославль,6404,Алексей,Кузнецов,7,Средство для мытья посуды,3,600
63,600f360c48fd30c982232a74ace690fa,2023-10-03T00:00:00,1,Ростов,9109,Эдуард,Петров,7,Средство для мытья посуды,4,800
64,bbea7a08d0ce45b4717f551b4c5ba3b7,2023-10-03T00:00:00,2,Ярославль,9808,Эдуард,Михайлов,10,Томаты,4,200
65,f28089b0daea13ca67d46e45a4807c94,2023-10-03T00:00:00,1,Ростов,7911,Анна,Орлова,0,Молоко 1%,3,300
66,9fec7bb301bd35f0225c3d2aff92f6d5,2023-10-03T00:00:00,1,Ростов,5303,Александр,Смирнов,1,Молоко 3%,1,120
67,ad830b775b12ca0eaa2992de4121e038,2023-10-03T00:00:00,2,Ярославль,2900,Петр,Новиков,5,Яблоко молодильное,4,1600
68,d58e8d1952fce60dbaafb2c95ceaa862,2023-10-03T00:00:00,2,Ярославль,2816,Ольга,Козлова,1,Молоко 3%,2,240
69,3f7a8d0717435a274d351e8bc3db68d1,2023-10-03T00:00:00,1,Ростов,5305,Александр,Смирнов,10,Томаты,2,100
70,9bdd58a12fba69d5556be9e45eacf152,2023-10-03T00:00:00,2,Ярославль,7815,Анна,Козлова,1,Молоко 3%,2,240
71,db3a2b39d5485485f8c8ad4ceb1166c9,2023-10-03T00:00:00,0,Москва,104,Иван,Петров,4,Сахар песок,5,250
72,880292c58e5505c85738efe0a44854f3,2023-10-03T00:00:00,2,Ярославль,7814,Анна,Козлова,2,Молоко 5%,5,750
73,019e0fbaafc06e20e4e1aa556b12cdee,2023-10-03T00:00:00,0,Москва,3208,Олег,Сидоров,2,Молоко 5%,4,600
74,d1389292ce49f2a2af15fc079b9b5595,2023-10-03T00:00:00,0,Москва,6311,Елизавета,Волкова,9,Ручка шариковая,1,45
75,3746ef718fff547637ecf4097d079f6d,2023-10-03T00:00:00,1,Ростов,9207,Эдуард,Сидоров,0,Молоко 1%,2,200
76,d6e6baef61cd64c1bc8a74c8f18d56d7,2023-10-03T00:00:00,2,Ярославль,8713,Снежанна,Павлова,1,Молоко 3%,5,600
77,036b898411d0e7860c28d23e6ea19fbd,2023-10-03T00:00:00,2,Ярославль,6114,Елизавета,Федорова,5,Яблоко молодильное,4,1600
78,b0caf54d36205a81bb1f13043f6b577c,2023-10-03T00:00:00,0,Москва,4903,Сергей,Новиков,2,Молоко 5%,5,750
79,d019ca7fb8b6d86604dbfca55ff6c3ff,2023-10-03T00:00:00,0,Москва,1110,Евгения,Федорова,5,Яблоко молодильное,4,1600
80,d36471ed55b6b3f37dc5256515d60c18,2023-10-03T00:00:00,2,Ярославль,2212,Ольга,Морозова,3,Устройство для нагревания табака Трубка Мира,3,1500
81,5dd038ee683e83c7625b22c49818e617,2023-10-03T00:00:00,2,Ярославль,2007,Петр,Иванов,4,Сахар песок,3,150
82,0e963a99563e9c670a9e49d1112c51cc,2023-10-03T00:00:00,2,Ярославль,2819,Ольга,Козлова,9,Ручка шариковая,1,45
83,caba386896120be446170a295def2b6e,2023-10-03T00:00:00,2,Ярославль,6907,Алексей,Новиков,3,Устройство для нагревания табака Трубка Мира,5,2500
84,dfaea9807c3785d21339076c6378d687,2023-10-03T00:00:00,1,Ростов,717,Александра,Павлова,9,Ручка шариковая,3,135
85,23ec7a9631002ae6025a2dc429a00949,2023-10-03T00:00:00,2,Ярославль,806,Иван,Михайлов,10,Томаты,5,250
86,6d329551981b0ec7e2ac630eee883741,2023-10-03T00:00:00,1,Ростов,9114,Надежда,Федорова,8,Лампочка LED,3,900
87,7b6b1c882621798a521a1799882dd504,2023-10-03T00:00:00,2,Ярославль,3709,Олег,Соколов,5,Яблоко молодильное,4,1600
88,d7898a9f342c13ff220cfbe468d560fc,2023-10-03T00:00:00,2,Ярославль,6018,Елизавета,Великая,1,Молоко 3%,5,600
89,8ee19caedd70b99c27c777320eb992b2,2023-10-03T00:00:00,1,Ростов,5902,Александр,Новиков,8,Лампочка LED,1,300
90,ae033e7890ac391e956f25e6e3fafc67,2023-10-03T00:00:00,1,Ростов,6613,Елизавета,Егорова,11,Хлеб ржаной,4,80
91,606775ab10775ff7e3733d75d06873bc,2023-10-03T00:00:00,2,Ярославль,9319,Надежда,Волкова,0,Молоко 1%,4,400
92,0309006828aaa9dbe73367863d523cad,2023-10-03T00:00:00,0,Москва,8112,Снежанна,Федорова,5,Яблоко молодильное,2,800
93,6a384393d8b4d407fb4636cbef5ff17b,2023-10-03T00:00:00,2,Ярославль,4608,Сергей,Васильев,3,Устройство для нагревания табака Трубка Мира,4,2000
94,3ee48a848e9b7a4bee670226a9fd8f09,2023-10-03T00:00:00,1,Ростов,5904,Александр,Новиков,4,Сахар песок,5,250
95,b5dbfa5de80fabcdb2a53c704cf521b9,2023-10-03T00:00:00,0,Москва,3718,Светлана,Павлова,10,Томаты,4,200
96,b50a31ed4dd91534a985761a3edcb6e3,2023-10-03T00:00:00,1,Ростов,8900,Геннадий,Новиков,8,Лампочка LED,5,1500
97,bcab4250c3543467c0a9505b6470e940,2023-10-03T00:00:00,1,Ростов,1006,Евгений,Иванов,5,Яблоко молодильное,1,400
98,9715d87fcb104db472aa080b356a20d5,2023-10-03T00:00:00,0,Москва,1809,Евгений,Михайлов,2,Молоко 5%,5,750
99,c65494bca556f4c0d942aa75c3f1864a,2023-10-03T00:00:00,2,Ярославль,6111,Елизавета,Федорова,4,Сахар песок,2,100
100,798c1ea23ca17bade95e108d4a40a7ba,2023-10-03T00:00:00,2,Ярославль,3815,Светлана,Козлова,6,Яблоко,4,560
101,abe9b921846c67c4d1e7ed13c99c3483,2023-10-03T00:00:00,1,Ростов,5718,Оксана,Павлова,3,Устройство для нагревания табака Трубка Мира,2,1000
102,d8b10a1a2672ec4e432aafe85eb2993d,2023-10-03T00:00:00,0,Москва,2015,Ольга,Великая,2,Молоко 5%,1,150
103,c762ac69043ececefd943cce03622ed9,2023-10-03T00:00:00,0,Москва,9003,Эдуард,Иванов,9,Ручка шариковая,5,225
104,ac75ba643912fd5aa0e8cd3605270c33,2023-10-03T00:00:00,1,Ростов,12,Александра,Великая,5,Яблоко молодильное,3,1200
105,1bf60275c69981c4606e9793e1aeb4de,2023-10-03T00:00:00,2,Ярославль,7219,Анна,Морозова,10,Томаты,4,200
106,2a51dd9558df2bdded3e5ec6ed957303,2023-10-03T00:00:00,2,Ярославль,8403,Геннадий,Кузнецов,6,Яблоко,5,700
107,e201bfd68e8b89c936032a9967060a7b,2023-10-03T00:00:00,0,Москва,519,Александра,Лебедева,0,Молоко 1%,5,500
108,8e29a7a377ab4dc52768e12b947226f5,2023-10-03T00:00:00,2,Ярославль,415,Александра,Алексеева,5,Яблоко молодильное,2,800
109,c407f29e5a990d617ebb61ec80ecf4e3,2023-10-03T00:00:00,0,Москва,7809,Константин,Михайлов,7,Средство для мытья посуды,1,200
110,e2c72a50b13140d6c3c8f16c4ae1d0ad,2023-10-03T00:00:00,1,Ростов,2904,Петр,Новиков,4,Сахар песок,4,200
111,ca34ea41a50f696e28d3ab0de597b9d1,2023-10-03T00:00:00,0,Москва,10,Александра,Великая,7,Средство для мытья посуды,4,800
112,98c0d70c199161f1444f2a01a9a232f1,2023-10-03T00:00:00,1,Ростов,309,Иван,Смирнов,3,Устройство для нагревания табака Трубка Мира,5,2500
113,74614df6647ebf9fda737568b54d00ae,2023-10-03T00:00:00,0,Москва,3413,Светлана,Алексеева,10,Томаты,2,100
114,9fbb3aaf92d98864f837146dc05124a9,2023-10-03T00:00:00,0,Москва,7916,Анна,Орлова,8,Лампочка LED,5,1500
115,7e7c4a49a6e4170452ba0991f0ba7935,2023-10-03T00:00:00,1,Ростов,6704,Алексей,Соколов,2,Молоко 5%,2,300
116,469ba14da920d03d0815f8cc442e55dc,2023-10-03T00:00:00,2,Ярославль,2415,Ольга,Алексеева,0,Молоко 1%,1,100
117,ec60f539e073f55790736414bec4e072,2023-10-03T00:00:00,2,Ярославль,4819,Екатерина,Козлова,4,Сахар песок,5,250
118,5484a71231cd7d6a3ec7b36e8ee7240f,2023-10-03T00:00:00,0,Москва,5204,Александр,Сидоров,0,Молоко 1%,3,300
119,ad19191e485aa400b5f012ee0b003c70,2023-10-03T00:00:00,0,Москва,5611,Оксана,Егорова,0,Молоко 1%,5,500
120,712aa12f939c17ec14ac534b09b7c0a5,2023-10-03T00:00:00,1,Ростов,3616,Светлана,Егорова,0,Молоко 1%,4,400
121,f5c8e1f4585a0ca825cf4cb8c2cda593,2023-10-03T00:00:00,2,Ярославль,4508,Сергей,Попов,4,Сахар песок,3,150
122,1bb016cbe63a0b05159ab5f19716f995,2023-10-03T00:00:00,0,Москва,7213,Анна,Морозова,10,Томаты,4,200
123,4ecf183e74c04bca3c24224df17b1ae9,2023-10-03T00:00:00,1,Ростов,1915,Евгения,Орлова,1,Молоко 3%,2,240
124,d58e8d1952fce60dbaafb2c95ceaa862,2023-10-03T00:00:00,2,Ярославль,2816,Ольга,Козлова,1,Молоко 3%,2,240
125,3f7a8d0717435a274d351e8bc3db68d1,2023-10-03T00:00:00,1,Ростов,5305,Александр,Смирнов,10,Томаты,2,100
126,9bdd58a12fba69d5556be9e45eacf152,2023-10-03T00:00:00,2,Ярославль,7815,Анна,Козлова,1,Молоко 3%,2,240
127,db3a2b39d5485485f8c8ad4ceb1166c9,2023-10-03T00:00:00,0,Москва,104,Иван,Петров,4,Сахар песок,5,250
128,880292c58e5505c85738efe0a44854f3,2023-10-03T00:00:00,2,Ярославль,7814,Анна,Козлова,2,Молоко 5%,5,750
129,019e0fbaafc06e20e4e1aa556b12cdee,2023-10-03T00:00:00,0,Москва,3208,Олег,Сидоров,2,Молоко 5%,4,600
130,d1389292ce49f2a2af15fc079b9b5595,2023-10-03T00:00:00,0,Москва,6311,Елизавета,Волкова,9,Ручка шариковая,1,45
131,3746ef718fff547637ecf4097d079f6d,2023-10-03T00:00:00,1,Ростов,9207,Эдуард,Сидоров,0,Молоко 1%,2,200
132,d6e6baef61cd64c1bc8a74c8f18d56d7,2023-10-03T00:00:00,2,Ярославль,8713,Снежанна,Павлова,1,Молоко 3%,5,600
133,036b898411d0e7860c28d23e6ea19fbd,2023-10-03T00:00:00,2,Ярославль,6114,Елизавета,Федорова,5,Яблоко молодильное,4,1600
134,b0caf54d36205a81bb1f13043f6b577c,2023-10-03T00:00:00,0,Москва,4903,Сергей,Новиков,2,Молоко 5%,5,750
135,d019ca7fb8b6d86604dbfca55ff6c3ff,2023-10-03T00:00:00,0,Москва,1110,Евгения,Федорова,5,Яблоко молодильное,4,1600
136,d36471ed55b6b3f37dc5256515d60c18,2023-10-03T00:00:00,2,Ярославль,2212,Ольга,Морозова,3,Устройство для нагревания табака Трубка Мира,3,1500
137,5dd038ee683e83c7625b22c49818e617,2023-10-03T00:00:00,2,Ярославль,2007,Петр,Иванов,4,Сахар песок,3,150
138,0e963a99563e9c670a9e49d1112c51cc,2023-10-03T00:00:00,2,Ярославль,2819,Ольга,Козлова,9,Ручка шариковая,1,45
139,caba386896120be446170a295def2b6e,2023-10-03T00:00:00,2,Ярославль,6907,Алексей,Новиков,3,Устройство для нагревания табака Трубка Мира,5,2500
140,dfaea9807c3785d21339076c6378d687,2023-10-03T00:00:00,1,Ростов,717,Александра,Павлова,9,Ручка шариковая,3,135
141,23ec7a9631002ae6025a2dc429a00949,2023-10-03T00:00:00,2,Ярославль,806,Иван,Михайлов,10,Томаты,5,250
142,6d329551981b0ec7e2ac630eee883741,2023-10-03T00:00:00,1,Ростов,9114,Надежда,Федорова,8,Лампочка LED,3,900
143,7b6b1c882621798a521a1799882dd504,2023-10-03T00:00:00,2,Ярославль,3709,Олег,Соколов,5,Яблоко молодильное,4,1600
144,d7898a9f342c13ff220cfbe468d560fc,2023-10-03T00:00:00,2,Ярославль,6018,Елизавета,Великая,1,Молоко 3%,5,600
145,8ee19caedd70b99c27c777320eb992b2,2023-10-03T00:00:00,1,Ростов,5902,Александр,Новиков,8,Лампочка LED,1,300
146,ae033e7890ac391e956f25e6e3fafc67,2023-10-03T00:00:00,1,Ростов,6613,Елизавета,Егорова,11,Хлеб ржаной,4,80
147,606775ab10775ff7e3733d75d06873bc,2023-10-03T00:00:00,2,Ярославль,9319,Надежда,Волкова,0,Молоко 1%,4,400
148,0309006828aaa9dbe73367863d523cad,2023-10-03T00:00:00,0,Москва,8112,Снежанна,Федорова,5,Яблоко молодильное,2,800
149,6a384393d8b4d407fb4636cbef5ff17b,2023-10-03T00:00:00,2,Ярославль,4608,Сергей,Васильев,3,Устройство для нагревания табака Трубка Мира,4,2000
150,3ee48a848e9b7a4bee670226a9fd8f09,2023-10-03T00:00:00,1,Ростов,5904,Александр,Новиков,4,Сахар песок,5,250
151,b5dbfa5de80fabcdb2a53c704cf521b9,2023-10-03T00:00:00,0,Москва,3718,Светлана,Павлова,10,Томаты,4,200
152,b50a31ed4dd91534a985761a3edcb6e3,2023-10-03T00:00:00,1,Ростов,8900,Геннадий,Новиков,8,Лампочка LED,5,1500
153,bcab4250c3543467c0a9505b6470e940,2023-10-03T00:00:00,1,Ростов,1006,Евгений,Иванов,5,Яблоко молодильное,1,400
154,9715d87fcb104db472aa080b356a20d5,2023-10-03T00:00:00,0,Москва,1809,Евгений,Михайлов,2,Молоко 5%,5,750
155,c65494bca556f4c0d942aa75c3f1864a,2023-10-03T00:00:00,2,Ярославль,6111,Елизавета,Федорова,4,Сахар песок,2,100
156,798c1ea23ca17bade95e108d4a40a7ba,2023-10-03T00:00:00,2,Ярославль,3815,Светлана,Козлова,6,Яблоко,4,560
157,abe9b921846c67c4d1e7ed13c99c3483,2023-10-03T00:00:00,1,Ростов,5718,Оксана,Павлова,3,Устройство для нагревания табака Трубка Мира,2,1000
158,d8b10a1a2672ec4e432aafe85eb2993d,2023-10-03T00:00:00,0,Москва,2015,Ольга,Великая,2,Молоко 5%,1,150
159,c762ac69043ececefd943cce03622ed9,2023-10-03T00:00:00,0,Москва,9003,Эдуард,Иванов,9,Ручка шариковая,5,225
160,ac75ba643912fd5aa0e8cd3605270c33,2023-10-03T00:00:00,1,Ростов,12,Александра,Великая,5,Яблоко молодильное,3,1200
161,1bf60275c69981c4606e9793e1aeb4de,2023-10-03T00:00:00,2,Ярославль,7219,Анна,Морозова,10,Томаты,4,200
162,2a51dd9558df2bdded3e5ec6ed957303,2023-10-03T00:00:00,2,Ярославль,8403,Геннадий,Кузнецов,6,Яблоко,5,700
163,e201bfd68e8b89c936032a9967060a7b,2023-10-03T00:00:00,0,Москва,519,Александра,Лебедева,0,Молоко 1%,5,500
164,8e29a7a377ab4dc52768e12b947226f5,2023-10-03T00:00:00,2,Ярославль,415,Александра,Алексеева,5,Яблоко молодильное,2,800
165,c407f29e5a990d617ebb61ec80ecf4e3,2023-10-03T00:00:00,0,Москва,7809,Константин,Михайлов,7,Средство для мытья посуды,1,200
166,e2c72a50b13140d6c3c8f16c4ae1d0ad,2023-10-03T00:00:00,1,Ростов,2904,Петр,Новиков,4,Сахар песок,4,200
167,ca34ea41a50f696e28d3ab0de597b9d1,2023-10-03T00:00:00,0,Москва,10,Александра,Великая,7,Средство для мытья посуды,4,800
168,98c0d70c199161f1444f2a01a9a232f1,2023-10-03T00:00:00,1,Ростов,309,Иван,Смирнов,3,Устройство для нагревания табака Трубка Мира,5,2500
169,74614df6647ebf9fda737568b54d00ae,2023-10-03T00:00:00,0,Москва,3413,Светлана,Алексеева,10,Томаты,2,100
170,9fbb3aaf92d98864f837146dc05124a9,2023-10-03T00:00:00,0,Москва,7916,Анна,Орлова,8,Лампочка LED,5,1500
171,7e7c4a49a6e4170452ba0991f0ba7935,2023-10-03T00:00:00,1,Ростов,6704,Алексей,Соколов,2,Молоко 5%,2,300
172,469ba14da920d03d0815f8cc442e55dc,2023-10-03T00:00:00,2,Ярославль,2415,Ольга,Алексеева,0,Молоко 1%,1,100
173,ec60f539e073f55790736414bec4e072,2023-10-03T00:00:00,2,Ярославль,4819,Екатерина,Козлова,4,Сахар песок,5,250
174,5484a71231cd7d6a3ec7b36e8ee7240f,2023-10-03T00:00:00,0,Москва,5204,Александр,Сидоров,0,Молоко 1%,3,300
175,ad19191e485aa400b5f012ee0b003c70,2023-10-03T00:00:00,0,Москва,5611,Оксана,Егорова,0,Молоко 1%,5,500
176,712aa12f939c17ec14ac534b09b7c0a5,2023-10-03T00:00:00,1,Ростов,3616,Светлана,Егорова,0,Молоко 1%,4,400
177,f5c8e1f4585a0ca825cf4cb8c2cda593,2023-10-03T00:00:00,2,Ярославль,4508,Сергей,Попов,4,Сахар песок,3,150
178,1bb016cbe63a0b05159ab5f19716f995,2023-10-03T00:00:00,0,Москва,7213,Анна,Морозова,10,Томаты,4,200
179,4ecf183e74c04bca3c24224df17b1ae9,2023-10-03T00:00:00,1,Ростов,1915,Евгения,Орлова,1,Молоко 3%,2,240
180,d58e8d1952fce60dbaafb2c95ceaa862,2023-10-03T00:00:00,2,Ярославль,2816,Ольга,Козлова,1,Молоко 3%,2,240
181,3f7a8d0717435a274d351e8bc3db68d1,2023-10-03T00:00:00,1,Ростов,5305,Александр,Смирнов,10,Томаты,2,100
182,9bdd58a12fba69d5556be9e45eacf152,2023-10-03T00:00:00,2,Ярославль,7815,Анна,Козлова,1,Молоко 3%,2,240
183,db3a2b39d5485485f8c8ad4ceb1166c9,2023-10-03T00:00:00,0,Москва,104,Иван,Петров,4,Сахар песок,5,250
184,880292c58e5505c85738efe0a44854f3,2023-10-03T00:00:00,2,Ярославль,7814,Анна,Козлова,2,Молоко 5%,5,750
185,019e0fbaafc06e20e4e1aa556b12cdee,2023-10-03T00:00:00,0,Москва,3208,Олег,Сидоров,2,Молоко 5%,4,600
186,d1389292ce49f2a2af15fc079b9b5595,2023-10-03T00:00:00,0,Москва,6311,Елизавета,Волкова,9,Ручка шариковая,1,45
187,3746ef718fff547637ecf4097d079f6d,2023-10-03T00:00:00,1,Ростов,9207,Эдуард,Сидоров,0,Молоко 1%,2,200
188,d6e6baef61cd64c1bc8a74c8f18d56d7,2023-10-03T00:00:00,2,Ярославль,8713,Снежанна,Павлова,1,Молоко 3%,5,600
189,036b898411d0e7860c28d23e6ea19fbd,2023-10-03T00:00:00,2,Ярославль,6114,Елизавета,Федорова,5,Яблоко молодильное,4,1600
190,b0caf54d36205a81bb1f13043f6b577c,2023-10-03T00:00:00,0,Москва,4903,Сергей,Новиков,2,Молоко 5%,5,750
191,d019ca7fb8b6d86604dbfca55ff6c3ff,2023-10-03T00:00:00,0,Москва,1110,Евгения,Федорова,5,Яблоко молодильное,4,1600
192,d36471ed55b6b3f37dc5256515d60c18,2023-10-03T00:00:00,2,Ярославль,2212,Ольга,Морозова,3,Устройство для нагревания табака Трубка Мира,3,1500
